id,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,cluster label
56,1,0.999999805,0.999997492,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.98173516,0.98173516,1,1,1,1,0,1,1,0.66798419,0,0,1,0.99,0.941176471,1,1,1,1,34
57,1,0.999999825,0.999997459,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.98173516,1,1,1,1,0,1,0.67,0.557312253,0,0,1,0.99,0.764705882,1,1,1,1,34
58,1,0.99999983,0.999997471,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.988584475,0.98630137,1,1,1,1,0,1,0.71,0.387351779,0,0,1,0.99,0.941176471,1,1,1,1,34
59,1,0.999999777,0.999997492,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.98173516,0.98173516,1,1,1,1,0,1,1,0.403162055,0,0,1,0.99,0.823529412,1,1,1,1,34
60,1,0.999999777,0.999997471,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.98173516,0.98173516,1,1,1,1,0,1,1,0.577075099,0,0,1,0.99,0.882352941,1,1,1,1,34
61,1,0.999999809,0.999997517,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.993150685,0.993150685,1,1,1,1,0,1,1,0.533596838,0,0,1,0.99,0.823529412,1,1,1,1,34
62,1,0.999999809,0.999997517,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.505928854,0,0,1,0.99,0.941176471,1,1,1,1,34
63,1,0.99999983,0.999997471,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.984018265,0.95890411,1,1,0.88,0.95,0,1,0.89,0.383399209,0,0,1,0.99,0.823529412,1,1,0.99,1,34
64,1,0.999999786,0.999997455,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.97716895,0.97716895,1,1,1,1,0,1,1,0.545454545,0,0,1,0.99,0.882352941,1,1,0.99,1,34
65,1,0.999999801,0.999997517,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.993150685,0.993150685,1,1,1,1,0,1,1,0.541501976,0,0,1,0.99,0.764705882,1,1,1,1,34
66,1,0.999999807,0.999997501,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.99543379,0.952054795,1,1,1,1,0,1,0.82,0.335968379,0,0,1,0.99,0.941176471,1,1,1,1,34
67,1,0.99999983,0.999997461,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.979452055,0.979452055,1,1,1,1,0,1,1,0.438735178,0,0,1,0.99,0.882352941,1,1,1,1,34
68,1,0.999999809,0.999997517,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.997716895,0.997716895,1,1,1,1,0,1,1,0.454545455,0,0,1,0.99,0.823529412,1,1,1,1,34
69,1,0.999999793,0.99999749,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.926940639,0.922374429,1,1,1,1,0,1,0.91,0.604743083,0,0,1,0.99,0.823529412,1,1,1,1,34
70,1,0.999999796,0.999997518,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.97260274,0.95890411,1,1,1,1,0,1,0.79,0.505928854,0,0,1,0.99,0.882352941,1,1,1,1,34
71,1,0.999999794,0.999997495,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.947488584,0.942922374,1,1,1,1,0,1,0.88,0.640316206,0,0,1,0.99,0.823529412,1,1,1,1,34
72,1,0.999999811,0.99999745,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.99543379,0.961187215,1,1,1,1,0,1,0.83,0.557312253,0,0,1,0.99,0.764705882,1,1,1,1,34
73,1,0.999999789,0.999997501,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.920091324,0.920091324,1,1,1,1,0,1,1,0.47826087,0,0,1,0.99,0.764705882,1,1,1,1,34
74,1,0.999999838,0.999997496,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.979452055,0.979452055,1,1,1,1,0,1,1,0.494071146,0,0,1,0.99,0.882352941,1,1,1,1,34
75,1,0.999999809,0.999997517,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.442687747,0,0,1,0.99,0.882352941,1,1,1,1,34
76,1,0.999999825,0.999997465,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.99543379,0.99543379,1,1,1,1,0,1,1,0.616600791,0,0,1,0.99,0.882352941,1,1,1,0.99,34
77,1,0.999999817,0.99999745,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.52173913,0,0,1,0.99,0.823529412,0.989010989,0.985074627,1,1,34
78,1,0.999999804,0.999997518,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.458498024,0,0,1,0.99,0.941176471,1,1,1,1,34
79,1,0.999999783,0.999997481,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.98173516,0.98173516,1,1,1,1,0,1,1,0.339920949,0,0,1,0.99,0.941176471,0.989010989,1,1,1,34
80,1,0.999999808,0.99999747,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.99543379,0.899543379,1,1,1,1,0,1,0.96,0.62055336,0,0,1,0.99,0.941176471,1,0.985074627,0.99,0.99,34
81,1,0.999999775,0.999997472,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.961187215,0.961187215,1,1,1,1,0,1,1,0.581027668,0,0,1,0.99,0.764705882,1,1,1,1,34
82,1,0.999999794,0.999997473,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.997716895,0.997716895,1,1,1,1,0,1,1,0.66798419,0,0,1,0.99,0.823529412,1,1,1,1,34
83,1,0.999999788,0.99999745,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.993150685,0.97260274,1,1,1,1,0,1,0.69,0.5256917,0,0,1,0.99,0.882352941,1,1,1,1,34
84,1,0.999999793,0.999997453,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.936073059,0.936073059,1,1,1,1,0,1,1,0.513833992,0,0,1,0.99,0.882352941,1,1,1,1,34
85,1,0.999999828,0.999997455,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.988584475,0.98630137,1,1,1,1,0,1,0.71,0.450592885,0,0,1,0.99,0.882352941,1,1,1,1,34
86,1,0.999999825,0.999997495,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.99543379,0.98630137,1,1,1,1,0,1,0.71,0.640316206,0,0,1,0.99,0.941176471,1,1,0.99,1,34
87,1,0.999999771,0.999997474,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.997716895,0.997716895,1,1,1,1,0,1,1,0.5256917,0,0,1,0.99,0.882352941,1,1,1,1,34
88,1,0.99999982,0.999997472,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.988584475,0.9543379,1,1,1,1,0,1,0.86,0.660079051,0,0,1,0.99,0.882352941,0.989010989,1,1,0.99,34
89,1,0.999999772,0.999997498,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.974885845,0.974885845,1,1,1,1,0,1,1,0.446640316,0,0,1,0.99,0.823529412,1,1,1,1,34
90,1,0.999999777,0.999997471,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.98173516,0.98173516,1,1,1,1,0,1,1,0.37944664,0,0,1,0.99,0.941176471,1,1,0.99,1,34
91,1,0.999999783,0.999997463,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.961187215,0.961187215,1,1,1,1,0,1,1,0.608695652,0,0,1,0.99,0.823529412,1,1,1,1,34
92,1,0.999999801,0.999997517,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.56916996,0,0,1,0.99,0.764705882,1,1,1,1,34
93,1,0.999999822,0.999997454,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.945205479,0.942922374,1,1,1,1,0,1,0.92,0.446640316,0,0,1,0.99,0.882352941,1,1,1,1,34
94,1,0.999999822,0.999997464,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.988584475,0.988584475,1,1,1,1,0,1,1,0.343873518,0,0,1,0.99,0.823529412,1,1,1,1,34
95,1,0.999999817,0.999997515,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.988584475,0.988584475,1,1,1,1,0,1,1,0.588932806,0,0,1,0.99,0.764705882,1,1,1,1,34
96,1,0.999999813,0.999997499,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.997716895,0.997716895,1,1,1,1,0,1,1,0.320158103,0,0,1,0.99,0.941176471,1,1,1,1,34
97,1,0.999999821,0.999997457,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.942922374,0.942922374,1,1,1,1,0,1,1,0.584980237,0,0,1,0.99,0.941176471,1,1,0.87,0.94,34
98,1,0.999999816,0.999997472,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.97260274,0.940639269,1,1,1,1,0,1,0.93,0.316205534,0,0,1,0.99,0.823529412,1,1,1,1,34
99,1,0.999999841,0.999997479,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.9543379,0.9543379,1,1,1,1,0,1,1,0.505928854,0,0,1,0.99,0.764705882,1,1,1,1,34
100,1,0.999999798,0.99999746,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.956621005,0.956621005,1,1,1,1,0,1,1,0.335968379,0,0,1,0.99,0.823529412,1,1,1,1,34
101,1,0.999999809,0.999997517,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.997716895,0.997716895,1,1,1,1,0,1,1,0.399209486,0,0,1,0.99,0.882352941,1,1,1,1,34
102,1,0.999999832,0.999997491,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.942922374,0.942922374,1,1,1,1,0,1,1,0.600790514,0,0,1,0.99,0.882352941,1,1,1,1,34
103,1,0.999999808,0.99999747,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.99543379,0.99543379,1,1,1,1,0,1,1,0.683794466,0,0,1,0.99,0.941176471,1,0.985074627,0.99,0.99,34
104,1,0.999999772,0.999997504,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.97716895,0.97716895,1,1,1,1,0,1,1,0.466403162,0,0,1,0.99,0.941176471,1,1,1,1,34
105,1,0.999999809,0.999997517,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.395256917,0,0,1,0.99,0.882352941,1,1,1,1,34
106,1,0.99999978,0.999997453,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.99543379,0.99543379,1,1,1,1,0,1,1,0.490118577,0,0,1,0.99,0.882352941,0.989010989,1,1,1,34
107,1,0.999999822,0.999997501,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.997716895,1,1,1,1,0,1,0,0.648221344,0,0,1,0.99,0.882352941,1,1,1,1,34
108,1,0.999999775,0.999997509,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.98173516,0.98173516,1,1,1,1,0,1,1,0.4743083,0,0,1,0.99,0.764705882,1,1,1,1,34
109,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.235159817,0.235159817,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
110,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.237442922,0.237442922,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
111,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.232876712,0.232876712,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
112,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.239726027,0.239726027,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
113,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.230593607,0.230593607,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
114,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.242009132,0.242009132,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
115,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.228310502,0.228310502,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
116,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.244292237,0.244292237,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
117,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.226027397,0.226027397,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
118,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.246575342,0.246575342,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
119,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.223744292,0.223744292,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
120,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.248858447,0.248858447,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
121,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.221461187,0.221461187,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
122,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.251141553,0.251141553,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
123,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.219178082,0.219178082,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
124,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.253424658,0.253424658,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
125,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.216894977,0.216894977,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
126,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.255707763,0.255707763,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
127,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.214611872,0.214611872,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
128,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.257990868,0.257990868,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
129,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.212328767,0.212328767,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
130,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.260273973,0.260273973,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
131,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.210045662,0.210045662,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
132,1,0.999999623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.262557078,0.262557078,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
